BusinessName,ClosingTime,Capacity,Phone,Address,Location,LocationComment
"BOSTON CULINARY GROUP, INC.",11:30 PM,2763,NULL,"1 Hamilton Pl, Boston MA","(42.35629489999999, -71.0607934)",IN WHOLE OF ORPHEUM THEATRE  INCLUDING BAR SERVICE AREA ON GROUND FLOOR: ORCHESTRA  BALCONY AND MEZZANINE LEVEL W/ BAR SERVICE; STORAGE AREA IN BASEMENT  MAIN ENTRANCE ON HAMILTON PLACE & EMERGENCY EXITS IN REAR TO WESLYN PLACE
THE PAINT BAR LLC,MIDNIGHT,37,NULL,"248 Newbury ST, Boston MA","(42.3493607, -71.0825309)",IN ONE ROOM ON GROUND FLOOR WITH ENTRANCE ON NEWBURY STREET AND EMERGENCY EXIT TO ALLEY IN REAR; OUTDOOR SEATING FOR 12 PATRONS ON PRIVATE PROPERTY BETWEEN THE HOURS OF 11:00 A.M. - 10:00 P.M.  (CAPACITY BREAKDOWN: 49 PERSONS TOTAL: 37 INSIDE & 12 OUTSIDE SEATING)
"667 EAST BROADWAY, INC.",1:00 AM,48,NULL,"667 E Broadway, South Boston MA","(42.3354559, -71.0378676)",IN ONE ROOM ON GROUND FLOOR WITH OPEN KITCHEN ON LEFT; MAIN ENTRANCE ON EAST BROADWAY AND EMERGENCY EXIT AT REAR; BASEMENT FOR PREPARATION  STORAGE AND OFFICES.
"CHUCK'S CAFÉ, INC.",1:00 AM,48,NULL,"44 Charles ST, Boston MA","(42.3572545, -71.0702709)",CAFETERIA - STYLE RESTAURANT  LOCATED ON FIRST FLOOR  KITCHEN AT REAR  SAME LEVEL.  THUS  2 ROOMS ON FIRST FLOOR. SOME STORAGE IN BASEMENT.
"FACTOTUM TAP ROOM, INC.",2:00 AM,92,NULL,"493 Massachusetts Av, Roxbury MA","(42.3392655, -71.0808132)",FRONT ENTRANCE STREET LEVEL COMMERCIAL CONDOMINIUM WITH ONE ROOM ON THE GROUND FLOOR  SEASONAL OUTDOOR PATIO ON SIDEWALK IN FRONT OF PREMISES  WITH KITCHEN AND STORAGE IN THE REAR WITH REAR EMERGENCY EXIT TO THE ALLEY.  Capacity breakdown: 74 @ tables  18 @ bar.
OMNI BOSTON CORPORATION,2:00 AM,0,(617)227-8600,"60 Tremont ST, Boston MA","(42.3579829, -71.0604656)",@ 60 72 74 Tremont Street; 42 52 60 School Street; 5 Bosworth Street; in whole of said building with minibars in 481 of the guestrooms. SEE ISD CERTIFICATE FOR MORE COMPLETE DESCRIPTION OF CAPACITY.
"PINK SAMURAI, LLC",MIDNIGHT,16,NULL,"658 Centre ST, Jamaica Plain MA","(42.312789, -71.1139977)",Dining area with bench seating  individual tables on both sides of room. Bar. Adjacent from bar  handicap bathroom.
JABC CORP.,1:00 AM,180,NULL,"658 E Broadway, South Boston MA","(42.3357622, -71.0380302)",658 660 E.Broadway; rear entrance of 658 E.Broadway for stock; bulkhead entrance cellar at 660 E. Broadway 2 rooms and kitchen first floor; cellar for stock.
"BVP, LLC",2:00 AM,270,NULL,"147 Hanover St, Boston MA","(42.3616916, -71.05696999999999)",147-149 HANOVER STREET; ONE ROOM ON FIRST FLOOR  ONE ROOM ON SECOND FLOOR  KITCHEN AND STORAGE IN BASEMENT; EXITS AT 6 MARSHALL STREET AND 145 HANOVER STREET  ENTRANCES AT 147-149 HANOVER STREET.  CAPACITY BREAKDOWN: 1ST FL - 135; 2ND FL - 135.
POLISH AMERICAN POLITICAL CLUB OF HYDE PARK,1:00 AM,49,NULL,"1391 River ST, Hyde Park MA","(42.2542071, -71.1291085)",First floor including a bar and 2 rear rooms for storage  also basement storage.
"AUDITORIUM CAFE, INC.",2:00 AM,302,NULL,"909 Boylston St, Boston MA","(42.3484849, -71.084338)",Rear exit to public alley; in one room  kitchen and storage on 1 st. floor with a capacity of 153 persons; one room  kitchen and storage area in basement with capacity of 149.
TPN Corp.,1:00 AM,0,(617)943-6210,"328 Washington ST, Brighton MA","(42.3488827, -71.1521159)",In two rooms on first floor  with a bar in the front room and kitchen and storage in rear; one dining room in basement  with bathrooms and storage.
"RATTLESNAKE BAR & GRILL, INC.",2:00 AM,435,NULL,"384 Boylston St, Boston MA","(42.3513496, -71.0719348)",IN ONE ROOM WITH KITCHEN ON 1ST FLOOR  IN ONE ROOM  KITCHEN & OPEN AIR DECK ON 2ND FLOOR AND BASEMENT. 2ND FLOOR CAPACITY: 196 TOTAL - 96 PERSONS INSIDE - 100 PERSONS OUTSIDE FOR A SEASONAL ROOFDECK.  (SEE ISD CERTIFICATE FOR BREAKDOWN OF CAPACITY). AND TO INCLUDE AN OU
"THE RITZ CARLTON HOTEL COMPANY, LLC",2:00 AM,0,NULL,"1 Avery ST, Boston MA","(42.3534171, -71.06251)","In whole of said building includes bar in lobby area and excludes that portion of the premises leased to Washington D.C. Sports Club  Inc. located in the ""South Block"" of the licensed Innholder premises on floors 4 and 4m (Mezzanine) and bounded by"
"THE SALTY DOG, INC.",2:00 AM,154,NULL,"206 Faneuil Hall Marketplace, Boston MA","(42.3600366, -71.0557445)",In three rooms and kitchen  basement level with a Summer garden abutting thereto.
"SEAPOINT, INC.",1:00 AM,400,NULL,"367 E Eighth ST, South Boston MA","(42.3311085, -71.0463178)",In one room on the first floor  kitchen in the rear  One dining room on the second floor  cellar for stock.
"SEVENS ALE HOUSE, INC.",1:00 AM,86,NULL,"77 Charles ST, Boston MA","(42.3583773, -71.070437)",Front entrance on Charles Street; Exit in rear to Cedar Lane Way; In one room and kitchen on first floor; Cellar for stock Only.
ALLSTON VENTURE FIVE INC.,2:00 AM,151,NULL,"1249 Commonwealth AV, Allston MA","(42.35017089999999, -71.1321213)",Two rooms and kitchen first floor and two rooms in basement  (one for patrons and one for stock).
"TWO POUNDS, INC.",2:00 AM,90,NULL,"31 India ST, Boston MA","(42.35825029999999, -71.05320950000001)",IN ONE ROOM AND KITCHEN ON FIRST FLOOR  CELLAR FOR STOCK.
"BOSTON NIGHT LIFE VENTURES, INC.",2:00 AM,130,NULL,"17 Union St, Boston MA","(42.360847, -71.0568196)",17 Union St. In two rooms used for dining and lounge on the first floor  kitchen in rear; storage in basement.
"UC SOUTH END, LLC",11:30 PM,41,NULL,"683 Tremont ST, Roxbury MA","(42.3415601, -71.0766349)",IN ONE ROOM ON THE FIRST FLOOR; KITCHEN IN THE REAR  STORAGE IN THE BASEMENT AND TO INCLUDE AN OUTDOOR SEASONAL PATIO FROM APRIL - OCTOBER FOR 20 PATRONS ON PRIVATE PROPERTY BETWEEN THE HOURS OF 11:30 A.M. - 11:00 P.M.
"PURSUIT, INC.",1:00 AM,35,NULL,"200 Faneuil Hall Marketplace, Boston MA","(42.3602285, -71.0547722)",Entrance on corridor; exits immediately adjacent to Bay 93 & 95 across corridor; In one room  kitchen and stockroom on first floor.  200 FANEUIL HALL MARKETPLACE  BOSTON  MA  02110
"LEESIDE RESTAURANT, INC.",2:00 AM,547,NULL,"150 Northern Av, South Boston MA","(42.3507984, -71.0427165)",Two rooms  kitchen and outdoor patio on the first floor; two rooms on the first floor for stock. One room on the mezzanine level  and to include an outdoor patio on the roof.  CAPACITY BREAKDOWN: 1ST FL INSIDE - 326; 1ST FL OUTSIDE - 28; 2ND FL INSIDE - 39; 2ND FL OUTSIDE - 154.
THE WILDROVERS INCORPORATED,2:00 AM,464,NULL,"63 Chatham ST, Boston MA","(42.3595682, -71.0539294)",ONE ROOM & LOUNGE ON THE FIRST FLOOR; ONE ROOM  KITCHEN & STORAGE ROOM IN BASEMENT; ONE ROOM  LOUNGE AND STORAGE ON SECOND FLOOR.
"THORNTON COMPANIES, INC.",1:00 AM,94,NULL,"100 Peterborough ST, Boston MA","(42.3429965, -71.0993529)",In two rooms and kitchen on the first floor  storage and prep area in the basement; Also seasonal patio.  Capacity breakdown: 23 @ bar stools; 48 @ tables and chairs; 23 standing.
"TIA'S WATERFRONT, LLC",2:00 AM,260,(617)737-2366,"200 Atlantic AV, Boston MA","(42.3601736, -71.0508065)",In one room  kitchen and storage on the first floor; With entrance on Waterfront Park and two exits on Waterfront Park and exit on Atlantic Ave; One patio on North side and East and to add a 3rd outdoor seasonal patio between the hours of 11:00 a.m. - Midnight for 40 patrons.  Capacity breakdown: in
"222 BERKELEY RESTAURANT, LLC",2:00 AM,253,NULL,"222 Berkeley ST, Boston MA","(42.350667, -71.07319439999999)",In one room with an outdoor cafe on the first floor; kitchen and storage room in the rear.  MANAGEMENT AGREEMENT APPROVED BY BLB AND ABCC BETWEEN 222 BERKELEY RESTAURANT LLC AND GOOD ESSEN-222 BERKELEY  LLC. CAPACITY CEVICHE BAT 7 STOOLS  MAIN BAR 15 STOOLS  TABLE & CHAIRS 175  OUTSIDE COURTYARD 56
"TIGER MAMA, LLC",2:00 AM,210,(781)204-9313,"1363 Boylston ST, Boston MA","(42.3439775, -71.1000324)",NONE
Punjab Foods Inc.,10:00 p.m.,26,(617)417-4554,"3706 Washington ST, Jamaica Plain MA","(42.30035729999999, -71.1129845)",In one large room on first floor with kitchen on the left and storage in the basement. 2 exits: 1 in front and 1 in back.
"TKBMA, LLC",2:00 AM,442,NULL,"96 Brookline AV, Boston MA","(42.346112, -71.099276)",Three rear exits for emergency and stock; in one enlarged room on the first floor; one room  stockroom and kitchen in basement.  Capacity breakdown: 1st fl - 300; down under - 142.
"TIP TAP ROOM, INC.",2:00 AM,165,NULL,"138 Cambridge ST, Boston MA","(42.3610014, -71.0639605)",Unnumbered side exit on Ridgeway Lane - Two rooms and kitchen first floor; cellar for stock.
"VEE & VEE PRODUCTIONS, LLC",11:00 PM,37,NULL,"763 Centre ST, Jamaica Plain MA","(42.3102579, -71.1152319)",IN ONE ROOM ON THE FIRST FLOOR; KITCHEN AND STORAGE IN THE REAR.
SHANGHAI RESTAURANT & BAR CORPORATION,2:00 AM,83,NULL,"232 Tremont St, Boston MA","(42.351231, -71.06456399999999)",IN ONE ROOM ON THE FIRST FLOOR; KITCHEN IN THE REAR  STORAGE IN THE BASEMENT.  ONE ROOM ON THE SECOND FLOOR; STORAGE IN THE REAR.  CAPACITY BREAKDOWN: 1ST FL - 29  2ND FL - 54.
"TOM ENGLISH'S BAR, INC.",1:00 AM,91,NULL,"Dorchester Av, Dorchester MA","(42.3037211, -71.0593068)",Rear exit from kitchen to yard; in one room and kitchen on first floor; cellar for stock.  Capacity breakdown: 68 standing  23 seating.
"TOM ENGLISH'S COTTAGE, INC.",1:00 AM,189,NULL,"112 Emerson ST, South Boston MA","(42.3358908, -71.04044580000001)",Side entrance to cellar from alley for stock; in one room and kitchen on first floor; cellar for stock.
"REBEL RESTAURANTS FENWAY, LLC",2:00 AM,360,NULL,"1265 Boylston ST, BOSTON MA","(42.3452483, -71.09637839999999)",IN ONE ROOM ON THE FIRST FLOOR; KITCHEN IN THE REAR  STORAGE AND PREP AREA IN BASEMENT.  AND TO INCLUDE A SEASONAL OUTDOOR PATIO ON PRIVATE PROPERTY IN FRONT OF RESTAURANT FOR 40 PATRONS FROM APRIL - OCTOBER BETWEEN THE HOURS OF 10:00 AM - MIDNIGHT. AND TO INCLUDE OUTDOOR SEASONAL PATIO ROOFTOP DINI
PAULINE ANN IMBORNONE,1:00 AM,97,NULL,"192 Baker St, West Roxbury MA","(42.276111, -71.167361)",Two emergency exits in rear; One room and kitchen first floor.
SELECT RESTAURANTS' INC.,2:00 AM,837,NULL,"800 Boylston ST, Boston MA","(42.348521, -71.0822975)",800 Boylston Street - Entire fifty-second floor and one room (Skywalk) on the 50th floor.  Capacity breakdown: 50th fl (function room) - 499; 52nd fl (restaurant) - 338.
1704 WASHINGTON LLC,1:00 AM,99,NULL,"1704 Washington St, Roxbury MA","(42.33694029999999, -71.07589209999999)",IN ONE ROOM ON THE FIRST FLOOR; KITCHEN IN THE REAR  STORAGE IN THE BASEMENT AND TO INCLUDE AN OUTDOOR SEASONAL PATIO FROM APRIL THROUGH OCTOBER FOR 16 PATRONS BETWEEN THE HOURS OF 10:00 A.M. - 11:00 P.M.
August Summer Group LLC,Midnight,32,(617)202-5075,"169 Brighton Av, Allston MA","(42.3532861, -71.13299359999999)",Counter top with open kitchen behind it  prep area in basement  and on first floor.
"TOUCHTONE ENTERPRISES, LLC",1:00 AM,99,NULL,"501 E Eighth ST, South Boston MA","(42.3312457, -71.041257)",Bulkhead entrance to cellar on H Street for stock; one room first floor; cellar for stock.  Capacity breakdown: 37 persons in small room (w/out bar); 62 persons in large room.
"HYNES FINE DINING, LLC",2:00 AM,363,NULL,"900 Boylston ST, Boston MA","(42.3481503, -71.0836739)",THE MAIN ENTRANCE AND 2 EXITS  TWO (2) BARS  DINING ROOM  CHEF'S DINING TABLE  KITCHEN  TWO BATHROOMS AND TWO STORAGE ROOMS ON 1ST FLOOR.  MAIN STAIR AND SECONDARY EXIT  TWO DINING ROOMS  BAR  KITCHEN  ONE RESTROOM AND STORAGE ON 2ND FLOOR.  THE MAIN ENTRY IS OFF BOYLSTON STREET  SECONDARY ENTRY FRO
Covered Bridge Group LLC,1:00 a.m.,140,(401)480-4321,"120 Kingston ST, Boston MA","(42.3522851, -71.05910879999999)",In two rooms with kitchen and storage on ground floor with an outdoor patio on private property for 36 patrons with a 1:00 a.m. closing hour.
"ZENZERO, LLC",2:00 AM,235,NULL,"530 Atlantic Av, Boston MA","(42.3537627, -71.0530544)",IN ONE ROOM ON THE FIRST FLOOR WITH A KITCHEN IN THE REAR.  THE MAIN ENTRANCE ON THE CORNER OF ATLANTIC AND CONGRESS WITH A SECONDARY ENTRANCE LOCATED IN THE LOBBY OF THE APARTMENTS ON ATLANTIC AVENUE.  OFFICE ENTRANCE LOCATED IN THE REAR. INCLUDES OUTDOOR PATIO ON PUBLIC PROPERTY CONTIGUOUS TO THE
"AL DENTE, INC.",11:00 PM,36,NULL,"109 Salem ST, Boston MA","(42.3642175, -71.05535979999999)",IN ONE ROOM AND KITCHEN ON FIRST FLOOR  CELLAR FOR STOCK.
"TRATTORIA II PANINO HANOVER, INC.",2:00 AM,234,(617)480-4941,"278 Hanover ST, Boston MA","(42.3639584, -71.0542967)",IN TWO ROOMS AND KITCHEN ON THE FIRST FLOOR; ONE ROOM AND STORAGE IN THE BASEMENT.  Capacity breakdown: 1st fl - 172; basement - 62.
A & C NEWBURY STREET,11:00 PM,19,NULL,"264 Newbury ST, Boston MA","(42.3492038, -71.08313439999999)",ON ONE FLOOR; SEATING IN FRONT  KITCHEN AND STORAGE IN REAR; AND TO INCLUDE AN OUTDOOR SEASONAL PATIO FROM APRIL - NOVEMBER FOR 12 PATRONS ON PRIVATE PROPERTY BETWEEN THE HOURS OF 10:00 A.M. - 10:00 P.M.
"BURN, INC. (COMMERCIAL UNIT C)",1:00 AM,106,(617)266-4600,"645 Tremont ST, Boston MA","(42.3422406, -71.0753466)",645-647 Tremont St.; Street level basement  street level cafe  dining room kitchen  storage and utility room  and an outdoor seasonal patio for ten (10) persons; and in two (2) rooms at 645 Tremont St. (adjoining space) with main entrance /exit on Tremont St. and exit in rear  storage  office and re
Tres Gatos L L C,Midnight,49,(617)524-6622,"470 Centre ST, Jamaica Plain MA","(42.3190784, -71.1116383)",Restaurant in four rooms on first floor  including kitchen in front; 2 bathrooms; and storage in basement; includes outside patio for 15 patrons on private property between the hours of Noon - 10:00 p.m. (Monday - Friday); and 10:00 a.m. - 1:00 a.m. (Saturday & Sunday); 1 entrance; 2 exits.
TRESCA RESTAURANT GROUP LLC,MIDNIGHT,120,NULL,"227 Hanover ST, Boston MA","(42.3629446, -71.0550232)",ENTIRE 2ND FLOOR  DINING ROOM  KITCHEN  WINE BOX ROOM AND 2 BATHROOMS; FIRST FLOOR; DINING ON LEFT SIDE  BAR ON RIGHT SIDE  BATHROOM; BASEMENT; ONE BATHROOM  OFFICE  WINE CELLAR   STORAGE. Capacity breakdown: 1st fl - 50  2nd fl - 70.
"TRIDENT BOOKSELLERS, INC.",NULL,224,NULL,"338 Newbury ST, Boston MA","(42.348216, -71.0865931)",ONE LARGE ROOM ON FIRST FLOOR WITH KITCHEN  STORAGE IN REAR AND BASEMENT; ONE HALF OF THE 2ND FLOOR; APPROX. 1900 SQUARE FEET W/ RETAIL  DINING AND FOOD PREP. AND TO INCLUDE AN OUTDOOR SEASONAL PATIO FROM APRIL - OCTOBER FOR 14 PATRONS ON PRIVATE PROPERTY BETWEEN THE HOURS OF 9:00 A.M. - 11:00 P.M.
"DDC, LLC",1:00 AM,116,NULL,"140 Boylston ST, Boston MA","(42.3522881, -71.066189)",IN ONE ROOM ON FIRST FLOOR FOR CAFE/BAR; DINING ROOM AND KITCHEN ON SECOND FLOOR; PREP/DISHWASHING AREA IN BASEMENT; MAIN ENTRANCE ON BOYLSTON STREET AND EMERGENCY EXIT IN BASEMENT.  Capacity breakdown: 1st fl - 66  2nd fl - 50.
COMM 973 GROUP LLC,2:00 AM,185,NULL,"971 Commonwealth AV, Boston MA","(42.3519744, -71.119321)",IN ONE ROOM  KITCHEN AREA & STORAGE AREA ON THE FIRST FLOOR.  AND TO INCLUDE AN OUTDOOR SEASONAL PATIO ON PUBLIC PROPERTY FOR 49 SEATS BETWEEN THE HOURS OF 11:00 A.M. - MIDNIGHT.
"ST. ENTERTAINMENT GROUP, INC.",2:00 AM,200,NULL,"100 Stuart St, Boston MA","(42.3508419, -71.0656551)",ON LOWER LEVEL IN ONE ROOM: BAR  SEATING AREA  RESTROOMS.
"ASIAN CUISINE, INC.",1:00 AM,72,NULL,"725 Boylston St, Boston MA","(42.34958779999999, -71.0801632)",IN ONE ROOM ON THE FIRST FLOOR WITH A KITCHEN AND STORAGE ON MEZZANINE LEVEL.  INCLUDES AN OUTDOOR SEASONAL PATIO FROM APRIL THROUGH OCTOBER ON PRIVATE PROPERTY FOR 8 PATRONS.
"Midfield Concession Enterprises, Inc.",11:00 p.m.,20,(734)727-0055,"300 Logan Airport Terminal C, East Boston MA","(42.3665446, -71.0166266)",A restaurant consisting of 1 133 square feet located in Space 35  Terminal C of Logan International Airport. With 3 entrances and exits  and kitchen and storage in the rear.
Green Door Coffeehouse Company,10:00 p.m.,77,(617)524-7890,"284 Amory St, Jamaica Plain MA","(42.3147273, -71.1045487)",In one room on the first floor  kitchen and storage in rear. Outdoor patio on private land from April 1st - October 31st for 15 patrons between the hours of 7:00 a.m. - 10:00 p.m.
"WESTERN HOST, INC.",2:00 AM,0,NULL,"100 Stuart St, Boston MA","(42.3508419, -71.0656551)",IN WHOLE OF SAID BUILDING  SPECIFICALLY EXCLUDING BAR/LOUNGE ON FLOOR B1. MANAGEMENT AGREEMENT.
"AJISAI, INCORPORATED",11:00 PM,14,(617)947-1657,"Market St, Brighton MA","(42.3538906, -71.15051310000001)",IN ONE ROOM USED FOR DINING WITH KITCHEN AND STORAGE ON THE FIRST FLOOR; AND BASEMENT FOR STORAGE.
"MURASAKI, INC.",11:00 PM,32,NULL,"224 Newbury ST, Boston MA","(42.3497621, -71.0811846)",IN ONE ROOM ON THE FIRST FLOOR; KITCHEN AND STORAGE IN THE REAR.
"L.B.E., INC.",2:00 AM,653,NULL,"295 Franklin ST, Boston MA","(42.3570482, -71.0527714)",Rear exits for emergency and stock  in one room on first floor  one room and kitchen on second floor  one room on third  fourth  and fifth floors; also  outside patio located on the right side.
"UNION OYSTER HOUSE, INC.",2:00 AM,565,NULL,"20 Marshall St, Boston MA","(42.3613077, -71.05703869999999)",Premises also addressed as 41 Union St.; side door on Marshall Lane; in two rooms and two kitchens on the first floor; five rooms and kitchen on the second floor; two rooms on the third floor; fourth floor and cellars for stock.  CAPACITY BREAKDOWN: 1ST FL - 311; 2ND FL - 234; 3RD FL - 20.
"UNITED AIRLINES, INC.",2:00 A.M.,280,(617)634-7591,"Logan Airport Terminal B, East Boston MA","(42.3645508, -71.0195449)",A COMMERCIAL CLUB DESIGNATION UNDER CMR 204-2.15 (1). APPROXIMATELY 9070 SF CLUB IN TERMINAL B OF LOGAN AIRPORT INCLUDING BAR  LOUNGE  CAFE  CONFERENCE BUSINESS CENTERS AND STORAGE.
"UNITY SPORTS & CULTURAL CLUB, INC.",2:00 AM,605,NULL,"10 Dunbar AV, Dorchester MA","(42.2862603, -71.0718298)",In three rooms  (members lounge  recreation lounge and main ballroom) Kitchen and storage on first floor.
UNIVERSITY OF MASSACHUSETTS BUILDING AUTHORITY,1:00 AM,482,NULL,"1 Beacon ST, Boston MA","(42.3584804, -71.06082669999999)",ONE BEACON STREET  32ND FLOOR
"UNO RESTAURANTS, LLC",2:00 AM,218,NULL,"731 Boylston St, Boston MA","(42.3496037, -71.0802561)",In one room and kitchen first floor; basement for stock - with a sidewalk patio -
"UNO RESTAURANTS, LLC",2:00 AM,145,NULL,"270 Huntington AV, Boston MA","(42.3418061, -71.0859088)",In one enlarged room on the first floor and kitchen; basement for stock; also  outdoor cafe with a capacity of 24.
"UNO RESTAURANTS, LLC",1:00 AM,240,NULL,"1 Brookline AV, Boston MA","(42.3483711, -71.09774089999999)",In one room on the first floor; grill and dining room in the basement; to use Beacon Street entrance; kitchen and storage in the basement; side entrances for delivery.
URBAN CANTINA INC.,MIDNIGHT,76,(781)636-8158,"76 Salem ST, Boston MA","(42.3636162, -71.05602139999999)",ENTRANCE-EXIT SIGN TO RIGHT OF DINING AREA THRU DINING ROOM ON LEFT EXIT SIGN LADIES AND MEN'S ROOM EXIT SIGN ON RIGHT THRU DOOR - FIRE DOOR EXIT - KITCHEN ON LEFT OF DINING ROOM.  SEE ATTACHED FLOOR PLAN.  ADDITIONAL SEATING IN BASEMENT FOR DINING.  ALSO STORAGE LOCATED IN BASEMENT.
"AMERICAN AIRLINES, INC.",2:00 AM,200,NULL,"Logan Airport 200 Terminal B, East Boston MA","(42.3626131, -71.0178155)",US AIRWAYS CLUB  CONSISTING OF APPROXIMATELY 10 901 SQUARE FEET AND INCLUDING A LARGE LOUNGE SPACE  TWO RESTROOMS  A PREP KITCHEN AND A BAR AREA.  THERE IS ONE MAIN ENTRANCE/EXIT OFF OF THE B CONCOURSE AND TWO REAR EXITS THAT LEAD TO THE BACK HALLWAY THAT IS BEHIND THE US AIRWAYS TICKET COUNTER.  20
FRANK PEZZANO,MIDNIGHT,82,NULL,"286 Hanover St, Boston MA","(42.3639932, -71.0545357)",One room on Basement Level - One room on Sreet Level and Kitchen - Storage in Basement Leve.  Capacity breakdown: 1st fl - 42; basement - 40.
"C.O. RESTAURANT GROUP, LLC",2:00 AM,230,NULL,"105 Water ST, Boston MA","(42.35799919999999, -71.0545522)",IN ONE ROOM AND KITCHEN FIRST FLOOR; IN ONE ROOM AND STORAGE IN BASEMENT.  CAPACITY BREAKDOWN: GROUND LEVEL - 230 (170 STANDING  60 SEATING)  LOWER LEVEL - 40 (20 STANDING  20 SEATING).
MERENGUE CORP.,1:00 AM,50,NULL,"57 W Dedham St, Roxbury MA","(42.342272, -71.07308499999999)",IN ONE ROOM ON THE FIRST FLOOR WITH KITCHEN IN THE REAR AND STORAGE ON THE FIRST FLOOR.  INCLUDES AN OUTDOOR SEASONAL PATIO ON PRIVATE PROPERTY FOR 14 PERSONS.
PHYLLIS CORPORATION,2:00 AM,647,NULL,"20 Ericsson ST, Dorchester MA","(42.29283059999999, -71.04002659999999)",In two rooms on first floor; kitchen & storage in the rear;   one room on the second floor with seasonal outdoor seating patio.  Capacity breakdown: 1st fl function rm - 348; 1st fl restaurant - 250; 1st fl lounge - 49;outdoor patio - 49.
Victoria Seafood Restaurant,1:00 AM,99,NULL,"1029 Commonwealth AV, Boston MA","(42.3521291, -71.1217221)",In one room  on the first floor; kitchen in the rear  storage in the basement.
CENT' ANNI CORPORATION,1:00 AM,198,NULL,"1024 Massachusetts AV, Roxbury MA","(42.3270165, -71.06681569999999)",TWO ROOMS AND KITCHEN FIRST FLOOR; FUNCTION ROOM AND STORE-OFF  IN BASEMENT.  Capacity breakdown: basement - 45; front dining rm - 61; rear dining rm - 92.
"QING MEI, INC.",11:00 PM,45,NULL,"14 Corinth St, Roslindale MA","(42.2865531, -71.13002469999999)",IN ONE ROOM ONT HE FIRST FLOOR; KITCHEN IN THE REAR  STORAGE IN THE BASEMENT AND SECONDLY  TO INCLUDE AN OUTDOOR PATIO ON PRIVATE PROPERTY FOR 30 PATRONS.
"AREAS USA BOS, LLC",2:00 AM,94,NULL,"Logan Airport Terminal B, East Boston MA","(42.3645508, -71.0195449)",IN ONE ROOM  KITCHEN AND STORAGE IN HALLWAY OFF TERMINAL B  3 ENTRANCES AND EXITS ONTO MAIN HALLWAY AND AN AREA WITHIN TERMINAL B OF LOGAN INT'L AIRPORT AIRSIDE ACROSS FROM GATE B16.
AIR VENTURES LLC,2:00 AM,71,(857)305-5002,"Logan Airport Terminal B, East Boston MA","(42.3645508, -71.0195449)",Unit number BR-02 in Logan International Airport  Terminal B  including approximately 2 827 square feet including restaurant space  kitchen  restrooms and storage  with 2 entrances and 3 exits. See attached floor plan.
"LOGAN AIRPORT PARTNERS, LLC",2:00 AM,113,NULL,"Logan Airport, Terminal E, East Boston MA","(42.3689133, -71.02179439999999)",NONE
ABC Wine Bar,2:00 AM,65,(703)944-1939,"Logan Airport Terminal A, East Boston MA","(42.3660523, -71.0204662)",Terminal A  Logan Airport
